word,word_length,by_word_count_guessed,by_word_count_missed,by_word_count_total,by_letter_count_guessed,by_letter_count_missed,by_letter_count_total
soup's,6,5,3,8,5,3,8
souped,6,5,3,8,4,4,8
soupier,7,6,2,8,6,2,8
soupiest,8,6,1,7,6,1,7
souping,7,6,2,8,6,2,8
soups,5,2,7,9,2,7,9
soupy,5,4,3,7,4,3,7
soupçon,7,2,3,5,2,3,5
soupçon's,9,3,2,5,2,2,4
soupçons,8,2,3,5,2,3,5
sour,4,3,6,9,3,6,9
sour's,6,4,4,8,4,4,8
source,6,4,4,8,4,4,8
source's,8,5,2,7,5,2,7
sourced,7,5,3,8,5,1,6
sources,7,3,3,6,3,2,5
sourcing,8,6,3,9,5,2,7
sourdough,9,2,2,4,2,2,4
sourdough's,11,4,3,7,3,1,4
sourdoughs,10,2,2,4,2,2,4
soured,6,5,1,6,5,1,6
sourer,6,4,1,5,4,1,5
sourest,7,5,0,5,4,0,4
souring,7,6,3,9,6,5,11
sourly,6,4,4,8,2,4,6
sourness,8,4,1,5,4,1,5
sourness's,10,5,1,6,5,1,6
sourpuss,8,2,1,3,2,1,3
sourpuss's,10,2,1,3,2,1,3
sourpusses,10,3,0,3,3,0,3
sours,5,3,3,6,3,3,6
souse,5,3,2,5,2,2,4
souse's,7,3,0,3,3,0,3
soused,6,4,3,7,4,6,10
souses,6,2,2,4,2,2,4
sousing,7,2,1,3,2,1,3
south,5,5,3,8,5,3,8
south's,7,6,3,9,6,3,9
southbound,10,2,2,4,2,2,4
southeast,9,2,0,2,6,0,6
southeast's,11,5,1,6,6,1,7
southeasterly,13,5,0,5,3,0,3
southeastern,12,6,0,6,3,0,3
southeastward,13,5,0,5,3,0,3
southerlies,11,2,0,2,2,0,2
southerly,9,5,0,5,5,0,5
southerly's,11,4,0,4,4,0,4
southern,8,4,1,5,4,1,5
southern's,10,5,0,5,3,0,3
southerner,10,4,0,4,4,0,4
southerner's,12,4,0,4,3,0,3
southerners,11,3,0,3,3,0,3
southernmost,12,3,0,3,2,1,3
southerns,9,3,1,4,4,1,5
southpaw,8,4,2,6,3,3,6
southpaw's,10,5,2,7,7,2,9
southpaws,9,3,2,5,3,3,6
southward,9,3,2,5,3,2,5
southward's,11,4,1,5,4,1,5
southwards,10,2,2,4,7,2,9
southwest,9,4,0,4,6,0,6
southwest's,11,5,1,6,6,1,7
southwester,11,2,1,3,2,1,3
southwester's,13,4,0,4,2,1,3
southwesterly,13,5,0,5,3,0,3
southwestern,12,6,0,6,3,0,3
southwesters,12,3,0,3,2,1,3
southwestward,13,5,0,5,3,0,3
souvenir,8,3,1,4,3,2,5
souvenir's,10,6,1,7,6,2,8
souvenirs,9,4,1,5,3,2,5
sovereign,9,3,0,3,3,0,3
sovereign's,11,2,0,2,2,0,2
sovereigns,10,4,0,4,4,0,4
sovereignty,11,3,0,3,3,0,3
sovereignty's,13,4,0,4,3,0,3
soviet,6,5,3,8,5,3,8
soviet's,8,6,1,7,6,1,7
soviets,7,4,4,8,3,4,7
sow,3,3,11,14,3,11,14
sow's,5,4,8,12,4,8,12
sowed,5,4,4,8,4,4,8
sower,5,4,4,8,4,4,8
sower's,7,5,2,7,5,2,7
sowers,6,4,3,7,4,3,7
sowing,6,4,5,9,4,5,9
sown,4,3,3,6,3,3,6
sows,4,2,9,11,2,9,11
sox,3,2,11,13,2,12,14
soy,3,2,10,12,2,10,12
soy's,5,3,9,12,3,9,12
soya,4,3,6,9,3,5,8
soya's,6,4,3,7,4,4,8
soybean,7,3,0,3,5,2,7
soybean's,9,5,0,5,3,4,7
soybeans,8,3,2,5,5,2,7
spa,3,2,3,5,2,3,5
spa's,5,4,1,5,4,1,5
space,5,4,4,8,4,4,8
space's,7,5,3,8,5,3,8
spacecraft,10,4,1,5,4,1,5
spacecraft's,12,4,0,4,4,0,4
spacecrafts,11,4,1,5,4,0,4
spaced,6,6,2,8,6,2,8
spaceflight,11,4,0,4,3,1,4
spaceflight's,13,3,0,3,3,0,3
spaceflights,12,2,1,3,3,0,3
spaceman,8,3,2,5,3,1,4
spaceman's,10,6,1,7,6,0,6
spacemen,8,3,2,5,2,2,4
spaces,6,3,6,9,3,6,9
spaceship,9,4,0,4,4,0,4
spaceship's,11,5,0,5,4,1,5
spaceships,10,3,0,3,4,0,4
spacesuit,9,3,1,4,4,0,4
spacesuit's,11,4,1,5,3,0,3
spacesuits,10,3,0,3,4,0,4
spacewalk,9,3,2,5,3,2,5
spacewalk's,11,5,0,5,5,0,5
spacewalked,11,3,1,4,3,0,3
spacewalking,12,5,0,5,3,0,3
spacewalks,10,5,2,7,5,1,6
spacey,6,3,6,9,2,6,8
spacial,7,6,2,8,6,3,9
spacier,7,6,1,7,6,2,8
spaciest,8,6,0,6,6,0,6
spacing,7,7,3,10,7,3,10
spacing's,9,6,4,10,6,4,10
spacious,8,4,3,7,4,4,8
spaciously,10,9,0,9,9,0,9
spaciousness,12,5,0,5,2,0,2
spaciousness's,14,6,0,6,2,0,2
spacy,5,3,5,8,3,6,9
spade,5,3,6,9,3,6,9
spade's,7,6,5,11,6,5,11
spaded,6,4,3,7,4,3,7
spadeful,8,6,3,9,6,1,7
spadeful's,10,3,1,4,3,1,4
spadefuls,9,5,1,6,4,2,6
spades,6,4,2,6,4,2,6
spadework,9,4,1,5,4,1,5
spadework's,11,6,0,6,5,0,5
spading,7,7,4,11,7,4,11
spaghetti,9,3,0,3,3,0,3
spaghetti's,11,3,0,3,3,0,3
spake,5,4,4,8,4,4,8
spam,4,4,4,8,4,4,8
spam's,6,5,1,6,5,1,6
spammed,7,5,3,8,5,3,8
spammer,7,5,5,10,5,5,10
spammer's,9,7,1,8,6,2,8
spammers,8,5,4,9,5,2,7
spamming,8,6,3,9,6,5,11
spams,5,4,2,6,4,2,6
span,4,4,5,9,4,5,9
span's,6,5,2,7,5,2,7
spandex,7,3,1,4,3,1,4
spandex's,9,5,2,7,4,2,6
spangle,7,5,1,6,5,2,7
spangle's,9,5,1,6,5,4,9
spangled,8,6,3,9,6,3,9
spangles,8,5,3,8,6,4,10
spangling,9,5,1,6,4,1,5
spaniel,7,5,2,7,4,2,6
spaniel's,9,6,1,7,5,1,6
spaniels,8,3,2,5,4,2,6
spank,5,5,3,8,5,3,8
spank's,7,6,3,9,6,3,9
spanked,7,6,1,7,6,1,7
spanking,8,7,1,8,7,2,9
spanking's,10,5,2,7,5,2,7
spankings,9,2,4,6,3,2,5
spanks,6,4,5,9,4,5,9
spanned,7,6,1,7,6,1,7
spanner,7,5,5,10,5,5,10
spanner's,9,6,2,8,7,1,8
spanners,8,5,2,7,6,1,7
spanning,8,5,1,6,5,2,7
spans,5,4,3,7,4,3,7
spar,4,4,3,7,4,3,7
spar's,6,5,3,8,5,3,8
spare,5,4,6,10,4,6,10
spare's,7,5,6,11,5,6,11
spared,6,6,4,10,6,4,10
sparely,7,4,0,4,3,0,3
spareness,9,3,1,4,3,1,4
spareness's,11,4,0,4,3,0,3
sparer,6,3,1,4,3,1,4
spareribs,9,3,2,5,5,1,6
spareribs's,11,3,0,3,3,0,3
spares,6,5,3,8,5,3,8
sparest,7,4,1,5,5,1,6
sparing,7,7,5,12,7,5,12
sparingly,9,3,1,4,3,1,4
spark,5,3,6,9,3,7,10
spark's,7,4,6,10,4,6,10
sparked,7,6,2,8,6,2,8
sparking,8,7,2,9,7,3,10
sparkle,7,6,1,7,5,1,6
sparkle's,9,7,3,10,4,0,4
sparkled,8,6,3,9,5,2,7
sparkler,8,3,3,6,3,2,5
sparkler's,10,4,1,5,3,1,4
sparklers,9,3,2,5,3,1,4
sparkles,8,5,3,8,5,5,10
sparkling,9,7,2,9,7,3,10
sparks,6,5,4,9,5,4,9
sparred,7,6,2,8,6,2,8
sparring,8,7,2,9,7,3,10
sparrow,7,4,4,8,4,4,8
sparrow's,9,5,3,8,4,3,7
sparrows,8,4,4,8,3,4,7
spars,5,4,4,8,4,4,8
sparse,6,4,1,5,4,3,7
sparsely,8,2,0,2,2,0,2
sparseness,10,3,0,3,2,0,2
sparseness's,12,2,0,2,2,0,2
sparser,7,2,1,3,3,0,3
sparsest,8,2,0,2,2,0,2
sparsity,8,3,1,4,3,2,5
sparsity's,10,4,0,4,3,2,5
spartan,7,3,2,5,3,2,5
spas,4,2,3,5,2,3,5
spasm,5,2,2,4,2,1,3
spasm's,7,3,2,5,3,2,5
spasmodic,9,2,1,3,2,1,3
spasmodically,13,2,0,2,2,0,2
spasms,6,2,2,4,2,1,3
spastic,7,1,2,3,1,2,3
spastic's,9,2,1,3,2,2,4
spastics,8,2,1,3,2,1,3
spat,4,4,6,10,4,6,10
spat's,6,4,4,8,4,4,8
spate,5,4,2,6,4,2,6
spate's,7,5,3,8,5,2,7
spates,6,4,4,8,4,4,8
spatial,7,5,3,8,5,4,9
spatially,9,3,1,4,3,1,4
spats,5,4,3,7,4,3,7
spatted,7,6,1,7,6,1,7
spatter,7,6,4,10,6,4,10
spatter's,9,7,2,9,7,2,9
spattered,9,7,2,9,7,2,9
spattering,10,9,3,12,9,3,12
spatters,8,6,2,8,6,2,8
spatting,8,7,1,8,7,2,9
spatula,7,3,2,5,3,2,5
spatula's,9,4,1,5,4,1,5
spatulas,8,3,2,5,3,1,4
spawn,5,3,4,7,3,4,7
spawn's,7,5,4,9,5,4,9
spawned,7,6,1,7,6,1,7
spawning,8,6,1,7,6,2,8
spawns,6,3,5,8,3,5,8
spay,4,3,7,10,3,7,10
spayed,6,5,3,8,5,3,8
spaying,7,6,6,12,6,6,12
spays,5,3,5,8,3,5,8
speak,5,3,4,7,3,5,8
speakeasies,11,2,1,3,2,0,2
speakeasy,9,2,0,2,2,1,3
speakeasy's,11,3,2,5,2,2,4
speaker,7,5,2,7,5,2,7
speaker's,9,6,2,8,5,3,8
speakers,8,5,1,6,5,2,7
speaking,8,5,3,8,6,3,9
speaks,6,5,3,8,4,4,8
spear,5,5,3,8,5,3,8
spear's,7,5,4,9,5,4,9
speared,7,5,2,7,5,2,7
spearhead,9,3,1,4,4,0,4
spearhead's,11,4,1,5,5,0,5
spearheaded,11,3,1,4,4,0,4
spearheading,12,2,0,2,2,0,2
spearheads,10,3,1,4,3,1,4
spearing,8,8,3,11,8,3,11
spearmint,9,5,0,5,5,0,5
spearmint's,11,4,0,4,3,0,3
spears,6,4,2,6,5,2,7
spec,4,2,6,8,2,6,8
spec's,6,3,6,9,3,7,10
specced,7,3,4,7,3,3,6
speccing,8,7,3,10,7,2,9
special,7,6,2,8,3,3,6
special's,9,3,2,5,3,2,5
specialist,10,3,0,3,3,0,3
specialist's,12,4,0,4,3,0,3
specialists,11,3,0,3,3,0,3
specialization,14,3,0,3,2,0,2
specialization's,16,4,0,4,2,0,2
specializations,15,3,0,3,2,0,2
specialize,10,3,0,3,3,0,3
specialized,11,2,0,2,3,0,3
specializes,11,7,0,7,3,0,3
specializing,12,5,0,5,3,0,3
specially,9,8,0,8,4,0,4
specials,8,4,2,6,6,3,9
specialties,11,7,0,7,3,0,3
specialty,9,8,0,8,4,0,4
specialty's,11,4,0,4,6,0,6
specie,6,4,2,6,4,1,5
specie's,8,5,1,6,5,1,6
species,7,3,3,6,3,2,5
species's,9,2,0,2,2,0,2
specifiable,11,3,0,3,3,0,3
specific,8,2,1,3,4,2,6
specific's,10,4,2,6,4,2,6
specifically,12,2,1,3,3,0,3
specification,13,5,0,5,3,0,3
specification's,15,5,0,5,3,0,3
specifications,14,2,1,3,3,0,3
specifics,9,3,1,4,3,1,4
specified,9,7,0,7,7,0,7
specifier,9,6,1,7,6,1,7
specifiers,10,2,1,3,3,0,3
specifies,9,2,0,2,2,0,2
specify,7,5,3,8,4,1,5
specifying,10,5,0,5,4,0,4
specimen,8,3,0,3,3,0,3
specimen's,10,4,0,4,4,0,4
specimens,9,2,1,3,5,1,6
specious,8,3,4,7,5,4,9
speciously,10,8,1,9,8,1,9
speck,5,4,4,8,4,4,8
speck's,7,4,5,9,4,4,8
specked,7,4,4,8,3,3,6
specking,8,7,3,10,7,2,9
speckle,7,2,2,4,2,3,5
speckle's,9,3,1,4,4,2,6
speckled,8,3,2,5,4,3,7
speckles,8,2,2,4,3,1,4
speckling,9,6,1,7,5,1,6
specks,6,4,4,8,3,5,8
specs,5,3,6,9,3,6,9
specs's,7,3,2,5,2,0,2
spectacle,9,3,0,3,3,0,3
spectacle's,11,3,0,3,3,0,3
spectacles,10,4,0,4,3,1,4
spectacles's,12,2,0,2,2,0,2
spectacular,11,4,1,5,3,0,3
spectacular's,13,3,0,3,3,0,3
spectacularly,13,3,0,3,2,1,3
spectaculars,12,3,0,3,3,0,3
spectator,9,3,1,4,3,1,4
spectator's,11,4,0,4,3,0,3
spectators,10,3,1,4,3,1,4
specter,7,5,1,6,4,3,7
specter's,9,6,1,7,6,1,7
specters,8,5,1,6,5,1,6
spectra,7,4,0,4,4,0,4
spectral,8,7,2,9,3,1,4
spectroscope,12,5,0,5,6,0,6
spectroscope's,14,4,0,4,5,0,5
spectroscopes,13,2,1,3,2,1,3
spectroscopic,13,2,0,2,2,0,2
spectroscopy,12,5,0,5,6,0,6
spectroscopy's,14,4,0,4,5,0,5
spectrum,8,6,3,9,4,2,6
spectrum's,10,4,1,5,4,2,6
spectrums,9,3,2,5,3,2,5
speculate,9,3,0,3,3,0,3
speculated,10,4,0,4,3,0,3
speculates,10,4,0,4,4,0,4
speculating,11,7,0,7,10,0,10
speculation,11,7,0,7,10,0,10
speculation's,13,8,0,8,3,0,3
speculations,12,6,0,6,9,0,9
speculative,11,4,1,5,3,0,3
speculator,10,3,1,4,3,1,4
speculator's,12,6,0,6,9,0,9
speculators,11,3,1,4,6,0,6
sped,4,4,3,7,4,2,6
speech,6,3,1,4,3,1,4
speech's,8,4,0,4,3,0,3
speeches,8,3,0,3,3,0,3
speechless,10,3,0,3,3,0,3
speed,5,3,2,5,3,2,5
speed's,7,4,3,7,4,2,6
speedboat,9,4,0,4,3,1,4
speedboat's,11,5,0,5,3,0,3
speedboats,10,5,0,5,5,0,5
speeded,7,3,1,4,2,1,3
speeder,7,4,0,4,4,1,5
speeder's,9,4,0,4,4,0,4
speeders,8,3,1,4,3,2,5
speedier,8,5,1,6,4,1,5
speediest,9,4,0,4,4,0,4
speedily,8,4,1,5,4,1,5
speeding,8,6,2,8,6,1,7
speeding's,10,4,1,5,4,1,5
speedometer,11,2,1,3,2,0,2
speedometer's,13,3,0,3,2,0,2
speedometers,12,2,0,2,2,0,2
speeds,6,3,1,4,3,1,4
speedster,9,2,1,3,2,0,2
speedster's,11,4,1,5,3,0,3
speedsters,10,3,1,4,2,0,2
speedup,7,2,1,3,2,1,3
speedup's,9,3,0,3,3,0,3
speedups,8,2,1,3,3,0,3
speedway,8,3,1,4,3,1,4
speedway's,10,5,0,5,5,0,5
speedways,9,3,0,3,3,0,3
speedy,6,3,1,4,3,1,4
spell,5,4,5,9,4,3,7
spell's,7,5,4,9,5,3,8
spellbind,9,6,1,7,5,1,6
spellbinder,11,3,0,3,3,0,3
spellbinder's,13,3,1,4,3,0,3
spellbinders,12,3,0,3,3,0,3
spellbinding,12,3,0,3,3,0,3
spellbinds,10,3,2,5,2,3,5
spellbound,10,4,1,5,3,1,4
spellcheck,10,3,0,3,3,0,3
spellcheck's,12,3,0,3,3,0,3
spellchecked,12,8,0,8,8,0,8
spellchecker,12,7,1,8,7,1,8
spellchecker's,14,3,0,3,2,0,2
spellcheckers,13,3,1,4,2,0,2
spellchecking,13,4,1,5,4,0,4
spellchecks,11,2,1,3,4,0,4
spelled,7,5,3,8,5,3,8
speller,7,4,3,7,5,1,6
speller's,9,5,3,8,6,2,8
spellers,8,5,2,7,5,1,6
spelling,8,7,4,11,7,2,9
spelling's,10,8,0,8,8,0,8
spellings,9,7,1,8,7,1,8
spells,6,4,4,8,4,3,7
spelt,5,5,0,5,4,1,5
spelunker,9,3,1,4,3,1,4
spelunker's,11,3,0,3,4,0,4
spelunkers,10,3,1,4,2,1,3
spend,5,4,5,9,4,5,9
spender,7,5,2,7,5,2,7
spender's,9,6,2,8,6,2,8
spenders,8,4,3,7,4,3,7
spending,8,5,3,8,5,1,6
spending's,10,5,1,6,5,1,6
spends,6,3,5,8,2,6,8
spendthrift,11,4,0,4,3,1,4
spendthrift's,13,3,0,3,3,0,3
spendthrifts,12,2,1,3,2,1,3
spent,5,4,1,5,4,3,7
sperm,5,3,6,9,3,6,9
sperm's,7,4,4,8,3,5,8
spermatozoa,11,4,1,5,3,1,4
spermatozoon,12,3,0,3,2,1,3
spermatozoon's,14,3,0,3,3,0,3
spermicide,10,3,0,3,3,0,3
spermicide's,12,3,0,3,3,0,3
spermicides,11,3,0,3,3,0,3
sperms,6,4,2,6,3,6,9
spew,4,4,4,8,4,3,7
spew's,6,4,3,7,4,4,8
spewed,6,5,2,7,5,2,7
spewing,7,6,3,9,6,4,10
spews,5,4,5,9,4,5,9
sphere,6,3,3,6,3,3,6
sphere's,8,4,1,5,3,1,4
spheres,7,3,2,5,3,1,4
spherical,9,3,0,3,3,0,3
spheroid,8,5,1,6,5,0,5
spheroid's,10,5,0,5,4,0,4
spheroidal,10,3,1,4,4,0,4
spheroids,9,3,1,4,3,1,4
sphincter,9,5,1,6,5,1,6
sphincter's,11,6,0,6,5,1,6
sphincters,10,4,1,5,3,2,5
sphinges,8,7,0,7,7,1,8
sphinx,6,4,4,8,4,4,8
sphinx's,8,5,3,8,4,4,8
sphinxes,8,6,1,7,6,2,8
spice,5,5,2,7,5,2,7
spice's,7,6,1,7,6,1,7
spiced,6,6,3,9,6,3,9
spices,6,5,3,8,5,3,8
spicier,7,6,1,7,6,1,7
spiciest,8,6,0,6,6,0,6
spiciness,9,4,0,4,4,0,4
spiciness's,11,5,0,5,5,0,5
spicing,7,6,2,8,6,2,8
spicy,5,2,8,10,2,8,10
spider,6,4,4,8,4,4,8
spider's,8,5,3,8,5,3,8
spiders,7,5,3,8,5,3,8
spidery,7,5,2,7,5,1,6
spied,5,4,3,7,4,3,7
spiel,5,3,3,6,3,3,6
spiel's,7,4,2,6,4,2,6
spieled,7,3,2,5,4,1,5
spieling,8,6,1,7,3,0,3
spiels,6,3,2,5,3,2,5
spies,5,4,2,6,4,2,6
spiffier,8,5,2,7,5,1,6
spiffiest,9,5,0,5,5,0,5
spiffy,6,4,4,8,4,4,8
spigot,6,3,4,7,4,4,8
spigot's,8,4,4,8,5,4,9
spigots,7,4,4,8,4,4,8
spike,5,5,3,8,5,3,8
spike's,7,6,2,8,6,2,8
spiked,6,6,4,10,6,4,10
spikes,6,5,4,9,5,4,9
spikier,7,6,2,8,6,2,8
spikiest,8,6,1,7,6,1,7
spiking,7,6,3,9,6,3,9
spiky,5,3,6,9,3,6,9
spill,5,4,6,10,4,5,9
spill's,7,5,6,11,5,6,11
spillage,8,6,1,7,6,1,7
spillage's,10,7,2,9,7,2,9
spillages,9,4,1,5,5,0,5
spilled,7,6,3,9,6,4,10
spilling,8,6,2,8,6,3,9
spills,6,4,7,11,4,6,10
spillway,8,4,1,5,3,2,5
spillway's,10,5,1,6,4,1,5
spillways,9,5,3,8,5,1,6
spilt,5,3,5,8,4,3,7
spin,4,3,4,7,3,4,7
spin's,6,4,4,8,4,7,11
spinach,7,5,2,7,4,3,7
spinach's,9,4,2,6,3,3,6
spinal,6,4,1,5,4,1,5
spinal's,8,5,1,6,5,1,6
spinals,7,4,2,6,4,2,6
spindle,7,7,2,9,7,3,10
spindle's,9,8,0,8,8,3,11
spindled,8,7,0,7,7,1,8
spindles,8,7,1,8,7,1,8
spindlier,9,4,1,5,4,1,5
spindliest,10,4,0,4,4,0,4
spindling,9,7,1,8,7,1,8
spindly,7,4,2,6,4,2,6
spine,5,5,4,9,5,4,9
spine's,7,6,3,9,6,3,9
spineless,9,3,2,5,3,2,5
spines,6,5,5,10,5,5,10
spinet,6,5,2,7,5,2,7
spinet's,8,6,2,8,5,2,7
spinets,7,5,2,7,4,2,6
spinier,7,5,3,8,5,3,8
spiniest,8,5,2,7,5,2,7
spinnaker,9,4,0,4,4,0,4
spinnaker's,11,5,0,5,5,0,5
spinnakers,10,4,0,4,4,0,4
spinner,7,5,3,8,5,3,8
spinner's,9,6,2,8,6,2,8
spinners,8,5,1,6,5,2,7
spinning,8,4,2,6,4,3,7
spinoff,7,4,3,7,6,2,8
spinoff's,9,3,4,7,3,4,7
spinoffs,8,3,4,7,2,4,6
spins,5,3,3,6,3,3,6
spinster,8,3,0,3,3,0,3
spinster's,10,6,0,6,3,0,3
spinsterhood,12,3,0,3,2,0,2
spinsterhood's,14,2,0,2,2,0,2
spinsters,9,2,1,3,3,0,3
spiny,5,4,6,10,4,6,10
spiraea,7,4,1,5,4,1,5
spiraea's,9,5,1,6,5,0,5
spiraeas,8,4,0,4,4,0,4
spiral,6,4,3,7,4,3,7
spiral's,8,5,3,8,5,3,8
spiraled,8,6,1,7,6,1,7
spiraling,9,5,2,7,5,2,7
spiralled,9,4,0,4,4,0,4
spiralling,10,2,1,3,2,1,3
spirally,8,5,1,6,3,1,4
spirals,7,4,3,7,4,3,7
spire,5,5,5,10,5,5,10
spire's,7,6,4,10,6,4,10
spirea,6,4,1,5,4,1,5
spirea's,8,5,0,5,5,0,5
spireas,7,3,2,5,3,2,5
spires,6,4,3,7,4,3,7
spirit,6,3,2,5,3,2,5
spirit's,8,4,2,6,3,2,5
spirited,8,2,1,3,6,1,7
spiriting,9,2,1,3,2,1,3
spiritless,10,2,1,3,2,1,3
spirits,7,2,3,5,2,3,5
spiritual,9,2,2,4,3,1,4
spiritual's,11,4,1,5,3,2,5
spiritualism,12,2,0,2,3,0,3
spiritualism's,14,5,0,5,3,0,3
spiritualist,12,2,0,2,3,0,3
spiritualist's,14,5,0,5,3,0,3
spiritualistic,14,1,0,1,1,0,1
spiritualists,13,4,0,4,3,0,3
spirituality,12,2,1,3,2,1,3
spirituality's,14,3,1,4,2,1,3
spiritually,11,2,0,2,2,1,3
spirituals,10,2,3,5,3,2,5
spirituous,10,3,2,5,3,2,5
spit,4,4,8,12,4,8,12
spit's,6,5,7,12,5,7,12
spitball,8,4,1,5,3,1,4
spitball's,10,5,2,7,4,2,6
spitballs,9,3,3,6,3,2,5
spite,5,4,6,10,4,6,10
spite's,7,5,5,10,5,5,10
spited,6,5,5,10,5,5,10
spiteful,8,4,0,4,3,1,4
spitefuller,11,4,0,4,2,1,3
spitefullest,12,3,0,3,2,0,2
spitefully,10,2,2,4,2,2,4
spitefulness,12,6,1,7,6,1,7
spitefulness's,14,7,1,8,7,1,8
spites,6,4,6,10,4,6,10
spitfire,8,3,1,4,3,2,5
spitfire's,10,4,1,5,4,1,5
spitfires,9,3,1,4,3,2,5
spiting,7,5,4,9,5,4,9
spits,5,4,5,9,4,5,9
spitted,7,5,2,7,5,3,8
spitting,8,5,2,7,5,3,8
spittle,7,5,3,8,5,2,7
spittle's,9,5,3,8,5,3,8
spittoon,8,3,2,5,3,3,6
spittoon's,10,3,2,5,2,2,4
spittoons,9,2,2,4,2,2,4
splash,6,4,2,6,4,2,6
splash's,8,4,1,5,4,1,5
splashdown,10,3,0,3,2,1,3
splashdown's,12,4,0,4,2,1,3
splashdowns,11,2,0,2,2,2,4
splashed,8,6,1,7,6,1,7
splashes,8,3,1,4,2,2,4
splashier,9,7,0,7,7,0,7
splashiest,10,7,0,7,7,0,7
splashing,9,6,1,7,6,1,7
splashy,7,5,1,6,5,2,7
splat,5,5,3,8,5,3,8
splat's,7,6,1,7,6,3,9
splats,6,5,4,9,4,3,7
splatted,8,5,1,6,5,1,6
splatter,8,7,2,9,4,3,7
splatter's,10,8,0,8,8,0,8
splattered,10,8,0,8,8,0,8
splattering,11,6,0,6,10,0,10
splatters,9,7,1,8,7,0,7
splatting,9,6,1,7,6,1,7
splay,5,4,4,8,4,4,8
splay's,7,4,4,8,5,4,9
splayed,7,5,2,7,5,2,7
splaying,8,6,3,9,6,3,9
splays,6,4,5,9,3,5,8
spleen,6,3,3,6,3,3,6
spleen's,8,4,2,6,4,2,6
spleens,7,2,2,4,2,1,3
splendid,8,4,1,5,4,0,4
splendider,10,3,0,3,3,0,3
splendidest,11,3,0,3,3,0,3
splendidly,10,4,0,4,4,0,4
splendor,8,3,1,4,3,1,4
splendor's,10,5,1,6,3,2,5
splenetic,9,3,0,3,3,0,3
splice,6,6,2,8,5,2,7
splice's,8,6,2,8,5,2,7
spliced,7,5,2,7,5,3,8
splicer,7,6,1,7,6,1,7
splicer's,9,7,1,8,6,3,9
splicers,8,6,1,7,5,3,8
splices,7,4,3,7,4,2,6
splicing,8,5,1,6,5,2,7
spline,6,5,3,8,5,1,6
splines,7,5,3,8,5,2,7
splint,6,5,4,9,5,4,9
splint's,8,3,5,8,3,5,8
splinted,8,7,1,8,4,2,6
splinter,8,6,1,7,6,1,7
splinter's,10,7,0,7,6,0,6
splintered,10,6,0,6,4,0,4
splintering,11,4,0,4,3,0,3
splinters,9,6,1,7,5,0,5
splinting,9,7,1,8,7,1,8
splints,7,5,4,9,5,4,9
split,5,4,3,7,4,3,7
split's,7,5,3,8,5,3,8
splits,6,3,4,7,4,3,7
splitting,9,5,2,7,5,1,6
splitting's,11,4,1,5,3,2,5
splittings,10,4,3,7,3,3,6
splodge,7,6,1,7,3,3,6
splotch,7,3,3,6,3,3,6
splotch's,9,4,2,6,4,2,6
splotched,9,4,3,7,4,3,7
splotches,9,4,2,6,4,1,5
splotchier,10,4,1,5,4,1,5
splotchiest,11,3,0,3,3,0,3
splotching,10,5,2,7,5,2,7
splotchy,8,4,3,7,3,3,6
splurge,7,5,2,7,4,3,7
splurge's,9,5,1,6,6,1,7
splurged,8,5,2,7,6,1,7
splurges,8,3,2,5,3,3,6
splurging,9,5,2,7,6,3,9
splutter,8,6,3,9,5,1,6
splutter's,10,7,1,8,7,1,8
spluttered,10,7,1,8,7,1,8
spluttering,11,6,1,7,9,1,10
splutters,9,6,2,8,6,1,7
spoil,5,3,5,8,3,5,8
spoil's,7,4,4,8,4,4,8
spoilage,8,4,0,4,4,1,5
spoilage's,10,4,1,5,4,1,5
spoiled,7,5,2,7,6,2,8
spoiler,7,6,1,7,6,1,7
spoiler's,9,7,1,8,6,3,9
spoilers,8,6,1,7,5,3,8
spoiling,8,5,1,6,5,2,7
spoils,6,3,5,8,3,5,8
spoilsport,10,3,1,4,3,1,4
spoilsport's,12,3,0,3,3,0,3
spoilsports,11,3,1,4,3,0,3
spoilt,6,2,6,8,2,6,8
spoke,5,4,3,7,4,3,7
spoke's,7,6,3,9,6,3,9
spoken,6,4,5,9,4,5,9
spokes,6,4,5,9,4,5,9
spokesman,9,5,1,6,3,0,3
spokesman's,11,7,2,9,7,2,9
spokesmen,9,2,2,4,2,1,3
spokespeople,12,1,2,3,2,0,2
spokesperson,12,2,0,2,1,1,2
spokesperson's,14,2,0,2,1,1,2
spokespersons,13,1,0,1,1,0,1
spokeswoman,11,2,0,2,2,0,2
spokeswoman's,13,3,1,4,2,1,3
spokeswomen,11,3,0,3,3,0,3
spoliation,10,3,1,4,3,1,4
spoliation's,12,4,1,5,3,1,4
sponge,6,4,3,7,4,3,7
sponge's,8,5,3,8,5,3,8
sponged,7,5,4,9,5,3,8
sponger,7,6,4,10,5,5,10
sponger's,9,7,2,9,6,1,7
spongers,8,6,2,8,5,1,6
sponges,7,4,4,8,3,3,6
spongier,8,7,1,8,6,1,7
spongiest,9,6,1,7,6,1,7
sponging,8,4,0,4,4,1,5
spongy,6,4,4,8,4,5,9
sponsor,7,4,1,5,2,1,3
sponsor's,9,5,1,6,2,1,3
sponsored,9,2,1,3,2,1,3
sponsoring,10,1,2,3,2,1,3
sponsors,8,2,2,4,3,1,4
sponsorship,11,1,0,1,1,0,1
sponsorship's,13,1,0,1,1,0,1
